id,title,body,category,priority
TK-123,Procedura per riconciliazione dati contabili,Vi contatto per una anomalia riscontrata su come il modulo di reporting non esegua correttamente l'aggiornamento dei saldi. Ho notato che i dati estratti dal sistema non corrispondono ai report precedenti. Potete indicarmi la procedura corretta per risolvere questo disallineamento.,Amministrazione,Media
TK-124,Interruzione servizio su licenza software commerciale urgente,Ho bisogno di accesso immediato alla mia licenza software commerciale. Non riesco ad avviare le operazioni perché l'accesso è bloccato. Per favore risolvete subito questo problema.,Commerciale,Alta
TK-125,CRITICO - Malfunzionamento su licenza software,Vi contatto per una anomalia riscontrata su licenza software. Ho bisogno di accesso immediato alla chiave di attivazione per evitare un blocco operativo urgente.,Commerciale,Media
TK-126,Interruzione servizio su licenze software aziendali,"Ho riscontrato un blocco totale nell'accesso ai sistemi di gestione delle licenze. Non riesco a eseguire le operazioni di provisioning necessarie per il ciclo commerciale attuale. Per favore, risolvete immediatamente questo problema.",Commerciale,Alta
TK-127,Non va la configurazione iniziale del sistema,Ho problemi con l'installazione e la configurazione del software per il primo utilizzo. Non riesco a completare le prime impostazioni necessarie. Ho bisogno di assistenza per procedere.,Tecnico,Bassa
TK-128,Curiosità tecnica riguardo a configurazione rete,Ho un problema con la configurazione della mia rete. Non so come procedere con il setup. Potete darmi una guida base.,Tecnico,Bassa
TK-129,Richiesta chiarimenti sulla fatturazione mensile,Ho notato un leggero disallineamento nei dati della fattura di questo mese. Potete verificare il processo di reporting e correggere l'errore? Grazie.,Amministrazione,Media
TK-130,Problema con l'aggiornamento contratto,Ho difficoltà a completare l'aggiornamento del contratto commerciale. Non riesco a trovare la sezione corretta per inserire i dati richiesti. Potete aiutarmi a risolvere questo blocco.,Commerciale,Media
TK-131,Urgente: non va connessione VPN,La connessione VPN è completamente interrotta. Verifico i log e il tunnel risulta down. Richiedo un intervento immediato per ripristinare la connettività.,Tecnico,Alta
TK-132,Nota di aggiornamento su gestione flussi contabili,Ho riscontrato un lieve disallineamento nei report mensili. Necessito una verifica sulla corretta implementazione delle procedure di riconciliazione dei dati.,Amministrazione,Bassa
TK-133,EMERGENZA: Il mio sistema non funziona più,"Buongiorno, ho un problema con il mio setup tecnico che non riesco a risolvere. Il mio software continua a crashare e non so come procedere. Fatemi sapere come devo fare per sistemarlo.",Tecnico,Media
TK-134,Problemi con l'ordine commerciale,Non riesco a visualizzare i dati del mio ordine. Ho bisogno di aiuto per capire come procedere con la fatturazione.,Commerciale,Media
TK-135,CRITICO - Malfunzionamento su server di produzione,Ho bisogno di risolvere subito un problema urgente con il server di produzione. Ho notato un errore critico nel log e non riesco ad accedere ai dati necessari per l'operatività.,Tecnico,Alta
TK-136,Richiesta urgente: Il mio account commerciale non si apre,"Disastro, non funziona più nulla dopo. Non riesco ad accedere alla piattaforma commerciale. Sono un nuovo utente e ho bisogno di aiuto subito.",Commerciale,Alta
TK-137,Suggerimento / Miglioria per licenze software,"Sto avendo un po' di problemi con l'attivazione delle licenze del nostro CRM. Ho bisogno di capire come gestire il provisioning dei permessi senza downtime.

Mi serve una soluzione per ottimizzare il processo di gestione commerciale e ridurre gli errori di assegnazione.",Commerciale,Media
TK-138,Assistenza immediata per blocco sistema contabilità,"Mi serve supporto ora, sono fermo su un errore nella gestione delle fatture. Non riesco ad accedere al modulo di rendicontazione fiscale. Ho bisogno di una soluzione urgente.",Amministrazione,Alta
TK-139,EMERGENZA: Il server non si avvia più,"Mi serve supporto ora, sono fermo su il sistema operativo e non riesco ad accedere. Ho provato a riavviare tutto ma è ancora bloccato.",Tecnico,Alta
TK-140,Interruzione servizio su server principale urgente,Ho bisogno di risolvere subito. Il server principale è down da ore e non riesco a fare nulla. Per favore controllate subito il problema.,Tecnico,Alta
TK-141,Info per gestione documenti amministrativi di routine,"Quando avete tempo, desidero richiedere un chiarimento sulle procedure standard per l'archiviazione dei documenti amministrativi ordinari. Vorrei comprendere il workflow ottimale per la gestione delle attività di amministrazione a basso impatto operativo.",Amministrazione,Bassa
TK-142,Mancato funzionamento contratto commerciale,Buongiorno! Ho riscontrato un lieve malfunzionamento sul sistema di reporting dei dati commerciali. Vorrei segnalare l'anomalia per la vostra analisi interna.,Commerciale,Bassa
TK-143,Curiosità tecnica riguardo a negoziazione contratto commerciale,Ho difficoltà con la configurazione del sistema CRM per l'inserimento dei dati commerciali. Non riesco a visualizzare correttamente le metriche di performance richieste dal workflow. Potete dare un occhiata a come risolvere questo intoppo.,Commerciale,Media
TK-144,EMERGENZA: Server offline e perdita di connettività critica,Impossibile procedere con il lavoro a causa di un blackout improvviso del server principale. Ho verificato i log di sistema ma non riesco a ripristinare la connettività entro le scadenze operative.,Tecnico,Alta
TK-145,Mancato funzionamento gestione paghe,Non si può andare avanti così! Il sistema di gestione delle risorse umane non funziona correttamente e devo sapere come risolvere subito. Ho bisogno di una soluzione immediata per le mie operazioni amministrative.,Amministrazione,Media
TK-146,Errore connessione rete,Ho riscontrato un'anomalia nella connettività della rete. La latenza è aumentata in modo non giustificato durante il periodo di test. Richiedo un'analisi del traffico per identificare la causa dell'instabilità.,Tecnico,Bassa
TK-147,Errore gestione fatture basse,"Quando avete tempo, ho avuto difficoltà con l'upload dei documenti amministrativi. Non riesco a completare la procedura di riconciliazione delle spese. Potreste aiutarmi a capire come procedere.",Amministrazione,Bassa
TK-148,Segnalazione minore su problemi di configurazione sistema,Ho un piccolo problema con la configurazione del mio sistema operativo. Non riesco ad accedere a una funzione specifica. Potete aiutarmi con la risoluzione.,Tecnico,Bassa
TK-149,Interruzione servizio su licenze software critiche,Ho bisogno di accesso immediato alle licenze per poter procedere con le operazioni commerciali. Non riesco a accedere al sistema e questo sta bloccando i miei KPI. Per favore risolvete subito questa situazione.,Commerciale,Alta
TK-150,Interruzione servizio su gestione utenti critica,Situazione critica su gestione utenti. Ho bisogno di accesso immediato per correggere un errore critico nel database amministrativo. La situazione sta bloccando le operazioni aziendali.,Amministrazione,Alta
TK-151,Errore connessione API,"Gentile supporto, vi contatto per un problema di connessione con l'API. Sono un ex utente del software concorrente e sto riscontrando difficoltà nell'integrazione dei token di autenticazione. Potreste indicarmi come procedere per risolvere questo blocco.",Tecnico,Media
TK-152,Segnalazione errore su configurazione rete,Il router non si connette e il ping è impossibile. Devo fare una cosa per risolvere questa miseria.,Tecnico,Media
TK-153,Segnalazione minore su gestione report mensili,"Quando avete tempo, ho un piccolo problema con l'aggiornamento dei dati amministrativi. Il sistema non riesce a processare correttamente i file di input per la chiusura del mese. Spero che questo possa essere risolto in un secondo momento.",Amministrazione,Bassa
TK-154,Da stamattina sono completamente bloccato a risolvere il bug del server,Non riesco ad accedere al sistema e vedo solo errori 500. Il servizio è totalmente down e non posso fare nulla.,Tecnico,Alta
TK-155,Info di routine per troubleshooting hardware,Ho notato un piccolo anomalia sul sistema e vorrei segnalarla. Sto cercando di capire se è un problema di configurazione o un guasto fisico. Potreste darmi una guida su come procedere con la diagnostica.,Tecnico,Bassa
TK-156,Richiesta urgente: Problemi con l'integrazione CRM,"Da stamattina sto provando a configurare l'API ma il sistema continua a restituire errori 403. Questo è inaccettabile per un utente avanzato come me, mi aspettavo una gestione più pulita dei token di autenticazione.",Commerciale,Alta
TK-157,È prioritario sbloccare accesso al server di amministrazione,Ho un problema con l'accesso all'interfaccia di amministrazione. Non riesco a fare login e devo avere accesso immediato per risolvere un blocco critico.,Amministrazione,Alta
TK-158,Avrei una curiosità su la gestione licenze software,Sto riscontrando un problema nella gestione delle licenze attuali per il nostro stack di prodotti. Avrei bisogno di chiarimenti su come ottimizzare il processo di provisioning e monitoraggio dei diritti d'uso in modo più efficiente.,Commerciale,Media
TK-159,Segnalazione errore su fatturazione commerciale,Ho un problema con l'ultimo report di fatturazione. Non riesco a visualizzare i dettagli dei costi relativi al progetto X. Potete aiutarmi a risolvere questo issue il prima possibile?,Commerciale,Media
TK-160,Richiesta urgente: Blocco accesso sistema gestionale,Ho difficoltà ad accedere al sistema gestionale per l'elaborazione delle fatture. Non riesco a completare le operazioni di input dati necessarie per il ciclo amministrativo corrente. Ho bisogno di assistenza immediata per risolvere questo blocco.,Amministrazione,Alta
TK-161,Richiesta chiarimenti sulla gestione contratto commerciale,Ho bisogno di maggiori dettagli riguardo alla configurazione del nostro contratto commerciale attuale. Vorrei comprendere meglio le opzioni disponibili per l'aggiornamento dei servizi. Attendo una vostra risposta per procedere.,Commerciale,Bassa
TK-162,Errore connessione VPN lenta,"Buongiorno, ho problemi con la latenza della connessione VPN. Sto verificando i parametri del tunnel ma non riesco a identificare la causa esatta del rallentamento. Potete darmi un consiglio su come ottimizzare il routing.",Tecnico,Bassa
TK-163,Mancato funzionamento licenza software commerciale,Ho riscontrato un mancato funzionamento della licenza per il nostro sistema gestionale. L'accesso ai moduli commerciali risulta bloccato e non riesco ad eseguire le operazioni di reporting necessarie. Potete dare un occhiata a come risolvere questo problema tecnico.,Commerciale,Bassa
TK-164,Bloccato su connessione Wi Fi,"Ho già provato a riavviare il router ma non funziona ancora. Il mio dispositivo non riesce a stabilire la connessione, sono molto preoccupato per il setup.",Tecnico,Media
TK-165,Interruzione servizio su licenze software concorrente urgente,Impossibile procedere con il lavoro a causa di un blocco totale nell'accesso ai moduli di fatturazione. Sono ex utente e non riesco ad accedere al sistema per verificare le licenze attive. Questo impatta direttamente sulle operazioni commerciali in corso.,Commerciale,Alta
TK-166,Richiesta info (non urgente): Problema con la configurazione del sistema,Buongiorno! Ho un piccolo problema con la configurazione del sistema che sto cercando di risolvere. Non riesco a capire come impostare correttamente le variabili necessarie per far funzionare tutto. Potete darmi una guida su come procedere?,Tecnico,Bassa
TK-167,Problema con licenze software,Ho riscontrato un'anomalia nell'assegnazione delle licenze per i prodotti commerciali. Richiedo assistenza per la correzione del setup.,Commerciale,Media
TK-168,Anomalia riscontrata in licenze software,Ho notato che le mie licenze del sistema sono state modificate senza preavviso. Sono ex utente di una piattaforma concorrente e non capisco perché il mio account mostri uno stato diverso da quello atteso. Potete verificare la situazione al più presto.,Commerciale,Media
TK-169,Richiesta chiarimenti sulla riconciliazione contabile,Ho bisogno di capire perché il report di bilancio non si allinea con i dati del gestionale. Potete spiegarmi la logica dietro l'adattamento dei parametri di reporting in Amministrazione Avanzata?,Amministrazione,Media
TK-170,Anomalia riscontrata in gestione fatture urgente,Ho un problema con l'accesso ai dati amministrativi. Non riesco a visualizzare correttamente le ultime fatture generate. Per favore risolvete subito questo blocco.,Amministrazione,Alta
TK-171,Richiesta urgente: Blocco sistema gestione paghe,Siamo completamente fermi su tutto. Il sistema di amministrazione non carica i dati e sono in panico perché la scadenza è imminente.,Amministrazione,Alta
TK-172,Errore connessione rete bassa,Ho un problema con la connessione di rete. Non riesco a stabilire il collegamento. Sono un principiante e non so cosa fare.,Tecnico,Bassa
TK-173,Assistenza immediata per configurazione iniziale del sistema,Non riesco a completare la procedura di setup iniziale del sistema. Ho problemi con l'installazione del driver e non riesco ad accedere alla console. Ho bisogno di aiuto urgente per risolvere questi errori.,Tecnico,Alta
TK-174,Segnalazione minore su configurazione sistema,Ho un problema con la configurazione del sistema operativo. Non riesco a trovare le impostazioni corrette per il mio dispositivo. Potete aiutarmi a capire come procedere.,Tecnico,Bassa
TK-175,Mancato funzionamento del software di configurazione,Potete dare un occhiata a un problema che sto riscontrando durante il primo utilizzo. Il sistema non riesce ad avviarsi correttamente dopo aver inserito le credenziali. Avrei bisogno di aiuto per capire come risolvere questo errore iniziale.,Tecnico,Media
TK-176,Richiesta urgente: Problemi con l'accesso al dashboard commerciale,Ho difficoltà ad accedere alla sezione commerciale del sistema. Non riesco a visualizzare i dati necessari per il reporting mensile. Ho bisogno di assistenza per risolvere questo problema.,Commerciale,Media
TK-177,Problema con negoziazione contratto urgente,Ho riscontrato un blocco critico durante la fase di negoziazione del contratto commerciale. Le API non restituiscono i dati attesi e il sistema è in stato di deadlock. Ho bisogno di una risoluzione immediata per sbloccare l'operazione.,Commerciale,Alta
TK-178,Richiesta urgente: Blocco gestione fatture,Situazione critica su Amministrazione. Non riesco ad accedere al sistema per gestire le fatture. Sono un principiante e non so come procedere con la riconciliazione.,Amministrazione,Alta
TK-179,Problema con l'inserimento dati amministrativi,Vi scrivo perché ho difficoltà a caricare i documenti necessari per la gestione amministrativa. Ho bisogno di aiuto per capire come procedere con il processo di inserimento dei dati senza complicazioni.,Amministrazione,Bassa
TK-180,Bloccato su negoziazione contratto commerciale urgente,Siamo completamente fermi su un blocco critico nella fase di negoziazione del contratto commerciale. Ho bisogno di una risoluzione immediata per sbloccare l'avanzamento delle trattative. Quali sono i passaggi necessari per procedere con la finalizzazione urgente.,Commerciale,Alta
TK-181,Procedura per riavvio server urgente,Ho tentato il riavvio del sistema ma continuo a vedere errori di connessione. Non riesco a capire dove si trova il blocco operativo.,Tecnico,Alta
TK-182,EMERGENZA: Server offline urgente,Da stamattina sto provando a accedere al sistema ma è completamente inattivo. Ho bisogno di una risoluzione immediata per ripristinare il servizio critico.,Tecnico,Alta
TK-183,Mancato funzionamento sistema gestione documenti,Buongiorno. Ho riscontrato un problema con il sistema di gestione documenti e non riesco ad accedere ai file necessari per la mia attività. Potreste gentilmente verificare lo stato della sincronizzazione dei dati? Grazie.,Amministrazione,Media
TK-184,Nota di aggiornamento su stato del sistema,Vi scrivo per segnalare che ho riscontrato un lieve rallentamento nelle performance del server. Vorrei sapere se è in corso qualche ottimizzazione o intervento tecnico pianificato. Grazie per l'attenzione.,Tecnico,Media
TK-185,EMERGENZA: Server down urgente,"Scrivo perché l'attività è interrotta: Il sistema di gestione database non risponde e ho visto un errore 503. Non so come fare il rollback subito, mi serve aiuto.",Tecnico,Alta
TK-186,Aiuto: Problemi con l'aggiornamento dei dati amministrativi,Ho provato a fare l'aggiornamento dei dati ma non riesco ad accedere alla sezione corretta. Sembra che ci sia un errore nel flusso di lavoro e sono bloccato. Spero che qualcuno possa risolvere questa situazione in seguito.,Amministrazione,Bassa
TK-187,Bloccato su gestione licenze software,Ho un piccolo dubbio riguardo la configurazione delle nostre licenze attuali. Vorrei capire come ottimizzare il processo di gestione commerciale senza causare disfunzioni operative. Grazie per l'assistenza.,Commerciale,Bassa
TK-188,Suggerimento / Miglioria per la gestione ordini commerciali,Ho necessità di segnalare che sto avendo difficoltà con l'interfaccia per visualizzare i dati dei miei ordini recenti. Non riesco a capire come filtrare correttamente le fatture per il periodo richiesto. Sono un utente occasionale e questo mi sta creando parecchi intoppi.,Commerciale,Media
TK-189,Un piccolo dubbio su configurazione API,Ho un problema con l'integrazione del servizio. La chiamata al endpoint fallisce con errore 500 e non riesco a debuggare il payload. Mi serve aiuto per capire la root cause.,Tecnico,Media
TK-190,BLOCCO TOTALE: Server down urgente,Buongiorno. Il sistema è completamente bloccato e non riesco ad accedere ai dati critici. Questa situazione sta causando un impatto significativo sulle operazioni direzionali.,Tecnico,Alta
TK-191,Mancato funzionamento del server,"Il mio ambiente di sviluppo non si avvia dopo l'ultimo deploy. Ho controllato i log e sembra esserci un errore di configurazione nel sistema operativo. Per favore, intervenite al più presto.",Tecnico,Media
TK-192,Urgente: non va la fatturazione commerciale,Ho un problema con il sistema di fatturazione commerciale. Non riesco a generare i report necessari per le vendite. Ho bisogno di assistenza immediata per risolvere l'errore.,Commerciale,Alta
TK-193,Assistenza immediata per blocco sistema contabilità urgente,Il modulo di gestione delle fatture è completamente inaccessibile e non riesco a eseguire i report. Questo impatta direttamente le operazioni amministrative e devo risolvere subito.,Amministrazione,Alta
TK-194,Anomalia riscontrata in fatturazione mensile,Ho notato un errore nella fattura di questo mese. Vorrei sapere come procedere per la correzione.,Commerciale,Bassa
TK-195,Non riesco a completare la procedura di riconciliazione contabile urgente,"Ho difficoltà nell'eseguire il processo di riconciliazione dei conti mensili. Il sistema restituisce errori di validazione sui dati di input, bloccando l'elaborazione finale. Necessito un intervento immediato per risolvere questo intoppo amministrativo.",Amministrazione,Alta
TK-196,EMERGENZA: Blocco accesso report amministrativi,"Ho difficoltà ad accedere ai report finanziari essenziali dopo il recente aggiornamento del sistema. Come ex utente di un software concorrente, mi aspettavo una migrazione più fluida e immediata delle funzionalità amministrative. Necessito di una risoluzione urgente per poter procedere con le operazioni.",Amministrazione,Alta
TK-197,Segnalazione minore su licenza software,Ho un dubbio riguardo alla gestione delle chiavi di licenza dopo il passaggio dal vostro sistema. Sono un ex utente di una soluzione concorrente e ho notato alcune discrepanze nel reporting delle attivazioni.,Commerciale,Bassa
TK-198,Segnalazione errore su fatturazione urgente,Vi scrivo perché non riesco ad accedere ai dati amministrativi necessari per il report di oggi. La situazione è critica e ho bisogno di una risoluzione immediata.,Amministrazione,Alta
TK-199,Feedback su configurazione rete,"Quando capita, potreste dare un'occhiata a un problema con la configurazione della rete. Non riesco a impostare correttamente le impostazioni IP e mi serve aiuto per il setup iniziale.",Tecnico,Media
TK-200,EMERGENZA: Problemi con la fatturazione commerciale,Non capisco come funziona il sistema di fatturazione. Ho difficoltà a capire i report commerciali che mi vengono inviati. Mi serve aiuto subito per risolvere questo problema.,Commerciale,Alta
TK-201,Segnalazione minore su gestione fatture arretrate,"Ho notato un piccolo intoppo nella gestione delle fatture arretrate del mese scorso. Credo di aver configurato male il workflow di riconciliazione, ma non so come sistemarlo. Potete darmi una mano a capire la procedura corretta per l'aggiornamento dei dati?",Amministrazione,Bassa
TK-202,Mancato funzionamento licenza software commerciale,Vorrei segnalare che la mia licenza del software commerciale non si attiva e sono in panico perché devo finalizzare un contratto urgente. Sono un ex utente di concorrenti e non capisco come risolvere subito questo blocco.,Commerciale,Media
TK-203,Piccolo dubbio su l'attivazione del contratto commerciale,Ho appena iniziato il mio primo utilizzo della piattaforma e ho qualche domanda sull'attivazione del contratto commerciale. Potete darmi una breve indicazione su come procedere con la configurazione iniziale? Grazie mille per l'aiuto.,Commerciale,Bassa
TK-204,Errore gestione fatturazione commerciale,Sono molto preoccupato perché non riesco a visualizzare i dati della fatturazione. Ho bisogno di aiuto per capire come procedere con la gestione commerciale.,Commerciale,Bassa
TK-205,Bloccato su configurazione licenze software,Non riesco a completare la procedura di attivazione delle licenze software. Ho bisogno urgente di assistenza per risolvere questo blocco commerciale.,Commerciale,Media
TK-206,Suggerimento / Miglioria per licenze software,"Ho bisogno di attivare le licenze per i nuovi utenti entro oggi. L'attuale processo è troppo lento e sto bloccando la distribuzione dei permessi.
Potete accelerare l'assegnazione delle risorse, per favore?",Commerciale,Media
TK-207,Assistenza immediata per errore configurazione server,Ho un'urgenza assoluta: il mio server non si avvia più e non riesco ad accedere ai dati. Sono un utente occasionale e non so come risolvere questo problema tecnico.,Tecnico,Alta
TK-208,CRITICO - Malfunzionamento su licenza software aziendale,"Buongiorno! Ho un problema urgente con la mia licenza software aziendale che mi impedisce di accedere ai dati necessari per il reporting. Per favore, potete risolvere al più presto questa situazione.",Commerciale,Alta
TK-209,Avrei una curiosità su gestione note spese,Non riesco a caricare le ricevute per il mese scorso. Ho provato più volte ma il sistema continua a dare errore. Spero che qualcuno possa aiutarmi a risolvere questo problema.,Amministrazione,Bassa
TK-210,Procedura per reset configurazione utente,Ho bisogno di una procedura per resettare la mia configurazione attuale. Vorrei sapere come procedere senza causare interruzioni al servizio.,Tecnico,Bassa
TK-211,Info di routine per gestione dati amministrativi,"Ho bisogno di una riconciliazione dei report mensili, come sempre. La logica del sistema è chiarissima, ma i dati non collimano con le aspettative. Fatemi sapere come risolvere questa incontenibile disparità.",Amministrazione,Bassa
TK-212,Problema con l'aggiornamento dei dati commerciali,Riscontro un errore nel sistema quando provo a aggiornare i dati commerciali. Non riesco ad accedere alla sezione per modificare le metriche necessarie per il reporting. Ho bisogno di assistenza urgente per risolvere questo blocco.,Commerciale,Alta
TK-213,Non va la fatturazione urgente,Ho un problema con il sistema di invoicing. Non riesco a generare i report commerciali necessari per oggi. Per favore risolvete subito questo blocco.,Commerciale,Alta
TK-214,CRITICO - Malfunzionamento su gestione fatture mensili,"Avrei bisogno di un controllo su come visualizzare correttamente le ultime fatture amministrative. Ho difficoltà a trovare i dati necessari per il reporting.
Mi servirebbe una guida veloce per accedere ai report standard.",Amministrazione,Media
TK-215,Suggerimento / Miglioria per gestione documenti amministrazione,"Ho già provato a riavviare, ma ho difficoltà nell'esportare i report mensili dal sistema ERP. Il processo di export sembra bloccarsi quando seleziono il periodo fiscale corretto.

Mi serve un aiuto per capire come gestire correttamente le impostazioni di data e la formattazione dei dati all'interno del modulo amministrativo.",Amministrazione,Bassa
TK-216,Info di routine per gestione dati amministrazione,Ho bisogno di aggiornare i report mensili sulla spesa. Potete indicarmi come procedere con l'upload dei file CSV nel sistema di reporting?,Amministrazione,Bassa
TK-217,Mancato funzionamento report spese mensili,"Ho un problema con il report spese mensili che non si genera correttamente. Ho controllato i log ma non riesco a capire perché l'output è errato. Per favore, potete dare un'occhiata quando avete tempo.",Amministrazione,Bassa
TK-218,CRITICO - Malfunzionamento su gestione fatture,"Dopo l'ultimo aggiornamento, non riesco ad accedere al modulo di gestione delle fatture. L'interfaccia risulta bloccata e non posso procedere con le operazioni amministrative necessarie.",Amministrazione,Alta
TK-219,Domanda generica: Problemi con l'upload documenti amministrativi,Da stamattina sto provando a caricare i report mensili sul sistema e riscontro un errore di accesso ai permessi. Non riesco a completare la procedura di upload dei file necessari per il ciclo contabile. Potreste verificare lo stato delle autorizzazioni del mio account.,Amministrazione,Bassa
TK-220,Richiesta di supporto per configurazione rete,Ho difficoltà a configurare il router secondo le istruzioni fornite. Non riesco a stabilire la connessione DHCP correttamente. Potete fornirmi una guida più dettagliata su come procedere.,Tecnico,Media
TK-221,Segnalazione errore su fatturazione commerciale,Buongiorno! Ho un problema con l'ultima fattura commerciale che mi è arrivata. Non riesco a capire come sono stati calcolati i costi e ho bisogno di una spiegazione chiara.,Commerciale,Media
TK-222,Info di routine per troubleshooting remoto,Ho riscontrato un piccolo glitch nell'accesso al sistema di gestione dati oggi. Sembra essere una questione di sincronizzazione dei permessi. Potreste darmi una mano a verificare la configurazione del server se avete tempo libero.,Tecnico,Bassa
TK-223,Richiesta chiarimenti su configurazione rete,Ho un problema con la configurazione della mia rete. Non riesco a determinare il setting corretto per il routing. Potete darmi una guida veloce come fare.,Tecnico,Media
TK-224,Non va la licenza software,Ho un problema con l'attivazione della licenza commerciale. Il sistema di provisioning non sembra funzionare come previsto per il nostro team interno.,Commerciale,Bassa
TK-225,Richiesta urgente: Blocco accesso dati contabili,Riscontro un errore nel sistema quando provo a accedere ai report finanziari. Non riesco a completare le operazioni di riconciliazione mensile. Ho bisogno di una risoluzione immediata.,Amministrazione,Alta
TK-226,Curiosità tecnica riguardo a licenza software,"Ho un problema: sto cercando di attivare la mia licenza commerciale ma non riesco ad accedere alla sezione corretta del portale. Vorrei sapere come procedere per il setup iniziale, anche se è una cosa secondaria.",Commerciale,Bassa
TK-227,Nota di aggiornamento su gestione documenti amministrativi,"Ho avuto un piccolo problema con l'upload dei documenti amministrativi sulla piattaforma. Non riesco a completare la procedura di caricamento, ma non è un blocco operativo immediato. Vorrei solo segnalare il disguido per una verifica successiva.",Amministrazione,Bassa
TK-228,BLOCCO TOTALE: Problemi con l'export dati amministrativi urgenti,Non riesco ad eseguire l'export dei dati amministrativi. L'operazione fallisce continuamente dopo il recente aggiornamento del sistema.,Amministrazione,Alta
TK-229,Richiesta info (non urgente): Problemi con l'aggiornamento dati amministrativi,Non si può andare avanti così! Ho difficoltà a gestire le procedure di inserimento dei dati. Mi servono istruzioni chiare su come procedere senza intoppi.,Amministrazione,Media
TK-230,Errore accesso server bloccato,Non riesco ad accedere al server. Ho provato a riavviare il sistema ma il problema persiste. Per favore risolvete subito questa situazione.,Tecnico,Alta
TK-231,CRITICO - Malfunzionamento su licenza software,Non riesco ad attivare il mio account commerciale. Il sistema mi dà un errore e non so come procedere con la procedura di licenza.,Commerciale,Media
TK-232,Segnalazione minore su problemi di connettività,"Eccoci di nuovo, ho riscontrato una lieve instabilità nella connettività della rete. Sembra esserci un leggero rallentamento durante le operazioni di trasferimento dati. Potreste dare un'occhiata quando potete.",Tecnico,Media
TK-233,Info di routine per gestione documenti archivi,Ho bisogno di capire come procedere con l'archiviazione dei file in base alle policy aziendali. Non riesco a trovare la procedura corretta per il tagging e la classificazione dei dati. Potete darmi una guida passo passo su come ottimizzare il processo amministrativo.,Amministrazione,Bassa
TK-234,Info per gestione utenti fallita,Il sistema di amministrazione non permette l'aggiornamento dei permessi. Sono frustrato perché le modifiche non vengono applicate correttamente dopo il commit del database. Ho bisogno di una soluzione immediata.,Amministrazione,Media
TK-235,Richiesta info (non urgente): Problema con la configurazione della rete,Ho avuto difficoltà a configurare il router e non riesco ad accedere alla pagina di amministrazione. Potete darmi una guida semplice su come procedere?,Tecnico,Bassa
TK-236,Urgente: non va il server,"Ho provato a resettare il router ma il problema persiste. Sembra che ci sia un blocco nel sistema operativo e non riesco ad accedere ai dati. Per favore, mi aiutate subito.",Tecnico,Alta
TK-237,Richiesta chiarimenti sulla fatturazione mensile,"Mi serve supporto ora, sono fermo su la mia ultima fattura commerciale. Non capisco perché mi stiano addebitando costi extra senza preavviso. Fatemi sapere come risolvere questa situazione lamentela.",Commerciale,Media
TK-238,Mancato funzionamento gestione fatture alta priorità,Impossibile procedere con il lavoro a causa di non riesco ad accedere al sistema gestionale per le fatture. Ho bisogno di accesso immediato per completare i report amministrativi urgenti.,Amministrazione,Alta
TK-239,Info di routine per configurazione rete,"Sembra esserci un bug su la connessione Wi-Fi del mio laptop. Ho provato a resettare il router ma non risolve nulla. Mi disturbo con il setup iniziale, è solo una cosa da sistemare.",Tecnico,Bassa
TK-240,Non va la configurazione del server,"Ho problemi con l'implementazione della policy di sicurezza sul firewall. Non riesco a deployare le nuove regole e mi dà un errore di timeout costante.

Ho già controllato i log system e il routing è corretto, ma il servizio continua a fallire.",Tecnico,Alta
TK-241,CRITICO - Malfunzionamento su gestione fatture urgente,"Ho bisogno di una risoluzione immediata del problema con le fatture in sospeso. Non capisco perché il sistema non mi permetta di accedere ai dati amministrativi necessari per procedere. Quando farò qualcosa, lo farò subito.",Amministrazione,Alta
TK-242,Non va la sincronizzazione dei dati commerciali,Ho un problema con la sincronizzazione dei dati commerciali. Sto cercando una soluzione per questo disallineamento. Vorrei capire come procedere senza blocchi operativi.,Commerciale,Bassa
TK-243,Segnalazione errore su connessione VPN,Ho avuto un problema con la connessione VPN questa mattina e non riesco ad accedere ai sistemi. Potreste per favore verificare lo stato della connessione il prima possibile?,Tecnico,Alta
TK-244,Interruzione servizio su fatturazione urgente,Vorrei segnalare che ho un blocco totale sulla fatturazione e sono in panico perché devo chiudere le operazioni oggi stesso. Ho bisogno di una risoluzione immediata per evitare penalità contrattuali.,Commerciale,Alta
TK-245,CRITICO - Malfunzionamento su licenza software,Vi scrivo perché ho un blocco totale nell'attivazione della licenza commerciale. Non riesco ad accedere al sistema e sono molto preoccupato per la scadenza imminente.,Commerciale,Media
TK-246,BLOCCO TOTALE: Problema con il server di produzione,"Ciao, ho un problema con il server di produzione. Non riesco ad accedere ai dati necessari per l'analisi. Richiedo assistenza urgente per risolvere la situazione.",Tecnico,Media
TK-247,Richiesta info (non urgente): Dettagli sul contratto commerciale,"Quando capita, potreste dare un'occhiata a una piccola richiesta riguardante i dettagli del mio contratto commerciale. Avrei bisogno di qualche informazione aggiuntiva per capire meglio la situazione.",Commerciale,Bassa
TK-248,Curiosità tecnica riguardo a configurazione utenti sistema,Ho un problema con la gestione degli account utente sul server. Non riesco a visualizzare correttamente le modifiche apportate tramite l'interfaccia admin. Potete dare un occhiata a come risolvere questo blocco.,Amministrazione,Media
