id,title,body,category,priority
TK-100,Info per problemi di connessione VPN dopo aggiornamento client,Buongiorno. Non riesco ad accedere alla rete aziendale tramite VPN da stamattina. Ho appena aggiornato il client e mi chiede delle credenziali che non riconosce più. Potete verificare se c'è un cambio nelle policy o nel protocollo di autenticazione?,Tecnico,Media
TK-101,Procedura per attivare l'accesso al catalogo prodotti,"Gentile supporto, vi contatto perché non ho capito bene come funziona la cosa. Sto cercando di vedere i prezzi dei nuovi articoli ma mi sembra che manchi qualche passaggio fondamentale. Potete darmi una mano a capire dove devo cliccare? Grazie mille.",Commerciale,Bassa
TK-102,Non va l'accesso al sistema CRM dopo aggiornamento,"Salve. Non riesco ad accedere al sistema CRM da stamattina. Ho provato a cancellare i cookie e riavviare il browser, ma continua a darmi errore di autenticazione. Potete verificare se ci sono problemi lato server? Grazie.",Tecnico,Bassa
TK-103,Problema con l'accesso ai dati del cliente dopo l'ultima modifica,"Ho già provato a riavviare il sistema ma non riesco ad accedere alle informazioni che mi servono. Non so bene dove guardare esattamente, è un problema di visualizzazione dei campi o qualcosa più profondo? Mi chiamo Andrea e ho bisogno di capire come recuperare i dati corretti per la fatturazione.",Commerciale,Media
TK-104,Bloccato su invio fatture a clienti esteri,"Non so più che fare... Devo mandare queste fatture ma non riesco ad allegarle correttamente al sistema. Ho provato tutto, ho controllato i file e il formato, ma continua a darmi errore. Potete aiutarmi per favore? Sono Marco Rossi.",Amministrazione,Bassa
TK-105,Problema con la configurazione del nuovo account utente,"Salve, vorrei segnalare un inconveniente relativo all'accesso al sistema CRM. Non riesco a completare l'associazione dei permessi di visualizzazione per il mio profilo. Potreste gentilmente verificare lo stato della mia licenza? Grazie in anticipo.",Commerciale,Bassa
TK-106,Info per gestione nota spese dipendenti,"Creo questo ticket perché ho un problema con l'upload dei rendiconti. Non riesco a caricare i file PDF delle note spese, anche se sono già stati compressi in ZIP. Ho bisogno che mi verifichiate il processo di validazione o la sezione dedicata per caricarli correttamente.",Amministrazione,Media
TK-107,Errore connessione al database dopo l'aggiornamento del modulo CRM,"Ho bisogno di fare una call su un problema che riscontro con il sistema. Dopo aver tentato di accedere ai dati stamattina, non riesco a stabilire la connessione al database. Potreste verificare se ci sono interruzioni o problemi lato server? Grazie.",Tecnico,Media
TK-108,Problema con l'accesso al portale clienti stamattina,Ciao. Non riesco proprio a entrare nel sistema per caricare i documenti oggi. Mi serve farlo urgentemente per la chiusura di conti che devo fare entro pranzo. Grazie.,Amministrazione,Media
TK-109,Non va l'accesso al portale clienti,"Ho già provato a riavviare, ma non riesco ad accedere all'area riservata del portale. Ricevo un messaggio di errore che indica credenziali non valide anche se sono sicuro di aver inserito i dati corretti. Potreste verificare la mia utenza per favore?",Commerciale,Bassa
TK-110,Urgente: non va a caricare l'ultima versione del report,"Ciao, ho già provato a riavviare il PC e anche la connessione. Non riesco proprio ad aprire o salvare il file sul server condiviso. Mi sa che è un problema di permessi o qualcosa del genere.",Tecnico,Bassa
TK-111,Richiesta chiarimenti sui termini di pagamento per l'ultimo preventivo ricevuto,Così non posso lavorare! Vorrei capire meglio le condizioni contrattuali che ci avete inviato. Ho notato un piccolo scostamento rispetto a quanto avevamo pattuito e vorrei solo fare due domande veloci su come procedere con la fatturazione finale.,Commerciale,Bassa
TK-112,Richiesta chiarimenti sul funzionamento del modulo di reportistica mensile,"Ho bisogno di fare una call per comprendere meglio l'integrazione dei dati tra i due sistemi. Ho notato che il report non riflette i movimenti completati ieri pomeriggio, e vorrei capire la procedura corretta per la sincronizzazione. Potrebbe aiutarmi a verificare questo aspetto?",Tecnico,Media
TK-113,Problema con i prezzi di listino per nuovi clienti,"Salve, ho bisogno che mi verifichi subito un paio di tariffe sul catalogo. Ho notato delle discrepanze tra le quote e quello che avevamo concordato prima. Fammi sapere quanto prima, grazie.",Commerciale,Alta
TK-114,Problema con l'accesso al portale amministrativo aziendale,"Ho già provato a riavviare tutto, ma non riesco ancora ad accedere. Non mi fa riconoscere le credenziali che uso da mesi e questo è un disastro perché devo inviare la documentazione oggi stesso. Risolvete subito questa cosa.",Amministrazione,Alta
TK-115,Richiesta urgente: Problema di sincronizzazione dei dati contabili nel sistema CRM,"Dopo l'ultimo aggiornamento del sistema ho notato che i report finanziari non riflettono correttamente le transazioni del mese scorso. Vorrei verificare se ci sono passaggi manuali da eseguire per riallineare la base dati, dato che il flusso di lavoro è complesso e richiede precisione.",Amministrazione,Bassa
TK-116,Procedura per connessione VPN non attiva dopo aggiornamento,"Buongiorno! Eccomi di nuovo. Non riesco a connettermi alla VPN, è successo subito dopo che ho fatto l'aggiornamento del sistema operativo stamattina. Mi serve un aiuto veloce perché devo inviare dei file importanti ora stesso. Grazie.",Tecnico,Media
TK-117,Assistenza immediata per perché non carica niente,"Ciao, ma cosa succede qui? Non riesco ad accedere al sistema da stamattina e mi sta bloccando tutto il lavoro. Ho provato a riavviare più volte ma continua a dare errore 404. Risolvetelo subito, vi prego.",Tecnico,Media
TK-118,Non funziona la generazione di report trimestrali,"Buongiorno, ho notato che i dati per i report trimestrali non vengono generati correttamente. Potrei ricevere un supporto per verificare l'integrità del processo? Grazie.",Commerciale,Bassa
TK-119,Non funziona l'accesso al portale clienti,"Salve, non riesco ad entrare nel portale. Ho provato con le credenziali che mi avete dato ma sembra che qualcosa non funzioni. Potreste darmi una mano a sistemare la cosa per favore?",Amministrazione,Bassa
TK-120,Chiarimento su la procedura di richiesta rimborso spese,"Da stamattina sto provando a capire come funziona l'invio delle ricevute. Non riesco proprio ad accedere alla sezione giusta sul portale, e mi sembra che ci sia un passaggio in più rispetto all'anno scorso. Potrebbe dirmi dove devo cliccare esattamente per caricare tutto? Sono Mario Rossi.",Amministrazione,Bassa
TK-121,Assistenza immediata per non riesco a connettermi al wifi,"Dopo l'ultimo aggiornamento, non mi entra proprio in rete. Non so come fare e ho bisogno di aiuto subito. Sono un principiante totale su queste cose.",Tecnico,Alta
TK-122,Info per la gestione delle spese di viaggio,"Ho già provato a riavviare l'applicazione e ho controllato i miei dati personali. Non riesco ad accedere alla sezione dedicata all'inserimento delle note spese aziendali, sebbene il sistema mi riporti un errore generico. Potrebbe esserci un problema di permessi o una discrepanza nell'integrazione del modulo? Grazie.",Amministrazione,Media
TK-123,Chiarimento su perché non funziona l'accesso al database aziendale,"Ho un problema: da stamattina non riesco ad accedere al database. Ho già provato a resettare le credenziali e ho controllato la connessione, ma continua a darmi errore. Serve una verifica urgente sul lato server.",Tecnico,Bassa
TK-124,Procedura per attivare l'accesso ai dati clienti,"Ciao, devo assolutamente accedere a qualche dato cliente urgente. Non riesco proprio a trovare il link giusto o i permessi necessari. Mi puoi aiutare subito con la procedura corretta? Grazie.",Commerciale,Media
TK-125,Mancato funzionamento del sistema di reportistica dopo l'ultimo aggiornamento,"Da stamattina sto provando a accedere al dashboard dei dati, ma mi dà sempre errore 403. Non capisco cosa sia successo perché ieri funzionava benissimo. Sono un po' confuso su come risolvere questo problema.",Tecnico,Alta
TK-126,Errore accesso area clienti: non riesco a trovare le fatture,"Ciao! Scusate, ma ho un problema con l'area riservata. Non mi spari l'accesso perché devo recuperare subito delle fatture vecchie per un lavoro urgente. Sono super principiante su questa cosa e non capisco dove guardare. Grazie mille!",Amministrazione,Alta
TK-127,Non funziona la connessione VPN aziendale,"Salve. Non riesco ad accedere alla rete remota da casa. Ho provato a resettare le credenziali e riavviare il router, ma l'errore persiste. Potreste indicarmi i passaggi per risolvere questo problema di accesso?",Tecnico,Media
TK-128,"Problema con il login, non mi entra niente","Scusate il disturbo. Non riesco proprio ad accedere al sistema da stamattina. Ho provato più volte e continua a darmi un errore strano. Sono super principiante in queste cose, quindi se sapete aiutarmi tantissimo vi prego.",Tecnico,Bassa
TK-129,Bloccato su accesso ai permessi amministrativi utente,"Buongiorno! Eccomi di nuovo. Ho riscontrato un blocco nell'accesso alle funzionalità amministrative relative alla gestione degli utenti. Nonostante i miei privilegi avanzati, il sistema non mi consente di modificare le autorizzazioni specifiche per diversi profili. Potreste verificare la configurazione dei permessi lato server? Grazie.",Amministrazione,Media
TK-130,Errore nell'applicazione del codice sconto sulla cassa,"Ho un problema: devo verificare l'applicabilità di un coupon promozionale specifico per il cliente X. Il sistema sembra non riconoscere la validità del codice, nonostante sia attivo e conforme alle linee guida commerciali che ho già verificato. Potete confermarmi se è necessaria una procedura manuale o se si tratta di un bug nel modulo di checkout?",Commerciale,Bassa
TK-131,"Non funziona nulla, non riesco a accedere al sistema CRM",Così non posso lavorare! Ho un problema critico con l'accesso al sistema CRM. Non mi riconosce le credenziali e vedo solo un messaggio di errore generico. Potete verificare urgentemente lo stato dell'account o suggerirmi una procedura alternativa per il login?,Tecnico,Alta
TK-132,Problema con l'accesso al database dopo aggiornamento,"Creo questo ticket perché non riesco ad accedere al DB, anche se ho seguito tutte le procedure di reset password che mi sono letto ieri. Ho provato sia dal laptop che da quello fisso e continua a dare errore. Potreste darmi una mano con l'autorizzazione? Grazie mille.",Tecnico,Bassa
TK-133,Richiesta urgente: Non riesco ad accedere alla piattaforma di gestione fornitori,"Creo questo ticket perché ho un problema col login. Ho provato a resettare la password ma mi sta dando errore ogni volta. Potreste darmi una mano con l'accesso, grazie.",Amministrazione,Media
TK-134,Errore con i prezzi del catalogo online,"Creo questo ticket per sapere perché non mi vengono visualizzati i prezzi giusti sul sito. Ho controllato tutto, ma c'è un problema che mi sta rallentando parecchio.",Commerciale,Bassa
TK-135,Richiesta urgente: Problema con accesso ai permessi di stampa documenti,"Buongiorno, ho notato che non riesco ad accedere alle cartelle condivise per stampare i report mensili. Potreste verificare il mio account e ripristinare i permessi necessari? Grazie.",Amministrazione,Alta
TK-136,Non funziona l'accesso all'API per i dati transazionali,"Ho un problema: non riesco a recuperare gli ultimi report di vendita tramite l'endpoint API. Ho verificato le credenziali e il formato JSON richiesto, ma ricevo sempre un errore 403. Potreste gentilmente verificare la configurazione dei permessi per il mio account?",Commerciale,Media
TK-137,Problema con l'accesso ai documenti amministrativi,"Scusate il disturbo, vorrei sapere come recuperare i vecchi contratti che ho salvato sul server prima del cambio password. Non ci riesco proprio e mi sta creando un po' di grana per la chiusura mese. Grazie mille in anticipo.",Amministrazione,Bassa
TK-138,Problema con l'accesso ai dati di fatturazione,"Buongiorno, scrivo perché non riesco ad accedere alla sezione relativa ai miei dati di fatturazione online. Ho provato diverse volte a resettare la password ma il sistema mi riporta sempre un errore generico. Potreste verificare se ci sono problemi tecnici o fornirmi una procedura alternativa per recuperare l'accesso? Grazie.",Commerciale,Media
TK-139,Info per accesso API dopo aggiornamento credenziali,"Buongiorno. Ho riscontrato un blocco nell'accesso ai servizi tramite API dopo l'ultimo aggiornamento delle mie credenziali di servizio. Non riesco a ottenere i token necessari e il sistema restituisce costantemente un errore 401. Potete verificare la configurazione del mio account o fornirmi una procedura alternativa per ripristinare la connessione? Grazie, Marco Rossi.",Tecnico,Alta
TK-140,Problema con l'accesso alle fatture di aprile,"Vi scrivo perché non riesco ad scaricare le ultime fatture dal portale, mi dà sempre errore 403. Ho provato a cancellare i cookie e anche a cambiare browser ma niente da fare. Grazie mille per un aiuto rapido.",Amministrazione,Bassa
TK-141,Mancato funzionamento della procedura di invio fatture elettroniche,Buongiorno! Eccomi di nuovo. Non riesco a completare l'invio delle fatture al cliente X nonostante abbia verificato tutti i dati richiesti nel sistema. Potreste gentilmente verificare se ci sono problemi tecnici con il modulo o se devo seguire un passaggio diverso? Grazie.,Amministrazione,Media
TK-142,Non va l'accesso al database dopo l'ultimo aggiornamento,"Ho bisogno di fare una call su questo problema subito, per favore. Ho provato a riavviare tutto ma non sono riuscito ad entrare nel sistema con le credenziali che mi aveva dato Marco ieri. Mi serve un aiuto veloce perché devo chiudere il report entro stasera.",Tecnico,Alta
TK-143,Mancato funzionamento del modulo di acquisto online,"Dopo l'ultimo aggiornamento, non riesco ad completare gli ordini dal portale. Il sistema mi restituisce un errore generico al checkout che impedisce il pagamento. Potete verificare la disponibilità e fornirmi una soluzione tecnica?",Commerciale,Media
TK-144,Info per configurazione API di terze parti,"Salve, sto riscontrando un errore 401 quando tento di autenticare il nuovo endpoint di pagamento. Ho verificato le credenziali e i permessi nel pannello amministrativo, ma l'integrazione continua a fallire. Potreste indicarmi se ci sono delle restrizioni specifiche relative al rate limiting che dovrei considerare per questo tipo di chiamata?",Tecnico,Bassa
TK-145,Info per le pratiche amministrative e documenti mancanti,"Gentile supporto, vi contatto perché ho un problema con i miei documenti. Non riesco a trovare la ricevuta di pagamento che mi serve per l'iscrizione. Potreste indicarmi dove guardare o se devo fare qualcos'altro? Grazie mille.",Amministrazione,Media
TK-146,Aiuto: Revisione documentazione tariffaria prodotto X,"Scusate il disturbo. Vorrei richiedere un chiarimento riguardo le tariffe applicabili al Prodotto X, in particolare per quanto riguarda la clausola di rinnovo automatico. Potreste inviarmi una guida aggiornata o indicarmi la sezione corretta sul portale? Grazie.",Commerciale,Bassa
TK-147,Non va l'attivazione del nuovo servizio commerciale,"Salve, vorrei segnalare un problema relativo alla configurazione di un servizio che mi è stato promesso. Ho tentato di attivarlo stamattina seguendo le istruzioni fornite ma il sistema non lo registra correttamente. Potreste verificare la procedura o fornirmi supporto per completare l'attivazione? Grazie.",Commerciale,Media
TK-148,Urgente: non va l'accesso al portale clienti,"Vi scrivo perché è un disastro. Non riesco ad accedere al mio account da stamattina e ho una scadenza che mi aspetta. Ho provato a resettare la password più volte ma il sistema continua a darmi errori. Mi serve subito una soluzione, non posso aspettare.",Commerciale,Alta
TK-149,Richiesta chiarimenti sullo stato della fatturazione di novembre,"Ho bisogno di fare una call su come si chiudono i conti del mese scorso. Sono confuso perché ho controllato l'area clienti ma non vedo il saldo finale corretto. Potreste aiutarmi a capire dove sta l'errore, per favore?",Amministrazione,Alta
TK-150,Ho un problema: Non riesco ad accedere al portale con le credenziali aggiornate,"Buongiorno. Ho bisogno di assistenza per l'accesso al portale clienti. Sembra che, nonostante abbia inserito le nuove credenziali fornite ieri, il sistema mi riporti un errore di autenticazione. Potreste verificare la mia utenza o indicarmi i passaggi corretti?",Commerciale,Media
TK-151,Info per problemi di connessione VPN,Potete dare un occhiata a cosa non riesco ad accedere sulla rete aziendale? Ho provato i passaggi standard ma il collegamento continua a fallire. Grazie.,Tecnico,Alta
TK-152,Bloccato su accesso al sistema di gestione documenti,"Vi scrivo perché non riesco ad accedere alla cartella condivisa del dipartimento. Ho provato a resettare la password, ma il sistema mi restituisce un errore di autenticazione persistente. Potreste verificare i permessi utente o fornirmi assistenza per risolvere questo inconveniente?",Tecnico,Bassa
TK-153,Non funziona la stampa del report mensile,"Ciao, non riesco proprio a stampare questo report. Ho provato tutto ma mi dà sempre errore. Mi aiuti un attimo per favore?",Tecnico,Bassa
TK-154,Non va l'accesso al sistema CRM dopo l'aggiornamento,"Creo questo ticket per un problema di accesso urgente all'area amministrativa. Dopo aver aggiornato i credenziali stamattina, non riesco ad accedere al sistema e devo chiudere subito questa pratica. Ho bisogno che qualcuno mi dia una mano ora.",Amministrazione,Alta
TK-155,Bloccato su accesso al sistema CRM dopo aggiornamento,"Buongiorno. Ho appena effettuato l'ultimo aggiornamento del software e ora non riesco ad accedere all'area clienti del CRM. Non so cosa sia successo, ma il sistema mi restituisce un errore di autenticazione persistente. Potete aiutarmi a ripristinare l'accesso quanto prima?",Tecnico,Alta
TK-156,Problema con i prezzi sul catalogo online,"Buongiorno, ho notato che alcuni articoli nel catalogo non hanno aggiornato i prezzi. Potreste darmi una mano a sistemare la cosa? Grazie mille.",Commerciale,Bassa
TK-157,Procedura per attivare l'accesso API al nuovo sistema di gestione dati,"Vi scrivo perché ho bisogno di capire come si attiva l'accesso API per il nuovo database. Ho provato a seguire la documentazione ma mi manca un passaggio cruciale sulla chiave di autenticazione. Potete darmi una mano con questo? Grazie mille, sono Marco.",Commerciale,Media
TK-158,Assistenza immediata per i dettagli della prossima fatturazione,"Gentile supporto, vi contatto perché ho bisogno di sapere come sono strutturati i costi del prossimo mese. Ho appena controllato l'ultima bolletta e non mi è chiaro un paio di voci specifiche. Potete inviarmi una panoramica più dettagliata? Grazie.",Commerciale,Bassa
TK-159,Bloccato su configurazione API per integrazione CRM,"Salve, ho riscontrato un errore 403 persistente durante il tentativo di autenticazione tramite l'endpoint `/api/v2/users`. Nonostante la corretta implementazione delle credenziali OAuth 2.0 e dei permessi richiesti, il sistema rifiuta l'accesso. Potrei ricevere supporto tecnico per verificare i parametri di autorizzazione o un aggiornamento della documentazione API?",Commerciale,Alta
TK-160,Richiesta urgente: Problema di connettività sulla rete aziendale,Buongiorno! Eccomi di nuovo. Non riesco ad accedere a due risorse specifiche del server condiviso e ricevo un errore 403. Potreste verificare il mio account utente o le policy di accesso? Grazie.,Tecnico,Media
TK-161,Aiuto: Impossibile accedere alla dashboard dopo l'aggiornamento,"Salve. Non riesco ad accedere alla dashboard utente da stamattina nonostante abbia verificato le credenziali. Ho eseguito il logout e un nuovo login, ma il sistema mi riporta un errore di autenticazione persistente. Potreste verificare la mia disponibilità o intervenire per risolvere questo blocco tecnico?",Tecnico,Alta
TK-162,Assistenza immediata per l'integrazione dei nuovi moduli di pagamento,"Ciao, devo sapere se è possibile modificare la struttura tariffaria del servizio Premium senza che questo causi problemi con i flussi attuali. Ho provato a farlo io ma mi sono bloccato sul calcolo IVA e non ho idea di dove guardare. Fammi sapere appena puoi, grazie.",Commerciale,Bassa
TK-163,"Scusate il disturbo, non funziona proprio nulla del sistema","Ciao, scusate tanto. Non riesco ad accedere al software di gestione clienti e mi sta bloccando tutto il lavoro. Potete dare un'occhiata? Grazie mille.",Tecnico,Alta
TK-164,Richiesta urgente: non riesco ad accedere al portale clienti,"Ho già provato a riavviare tutto, ma continua a dare errore. Devo assolutamente caricare i preventivi prima di oggi pomeriggio. Potete controllare subito cosa succede con il mio account? Sono Mario Rossi.",Commerciale,Alta
TK-165,Errore nel caricamento dei dati di fatturazione clienti,"Ho già provato a riavviare tutto ma non funziona ancora. Devo assolutamente inviare queste informazioni oggi, perché ho un cliente che mi sta aspettando e il sistema continua a dare errore quando provo ad accedere alla sezione pagamenti. Che devo fare per risolvere subito?",Commerciale,Alta
TK-166,Non va l'accesso al sistema CRM,"Buongiorno, non riesco ad accedere al sistema CRM stamattina. Ho provato a resettare la password ma mi chiede ancora credenziali errate. Potete verificare se ci sono problemi di rete o account?",Tecnico,Bassa
TK-167,Bloccato su come attivare lo sconto per i nuovi clienti,"Buongiorno, mi serve un aiuto veloce. Sto cercando di capire bene come funziona l'attivazione dello sconto che avete per chi è nuovo. Non trovo la procedura esatta e non ho idea da dove cominciare.",Commerciale,Bassa
TK-168,Non va l'accesso al sistema amministrativo,"Vi scrivo perché non riesco ad accedere correttamente all'area riservata. Ho provato a resettare la password più volte, ma il sistema continua a darmi errore. Data la mia scarsa conoscenza di questi meccanismi, spero che qualcuno mi dia una mano prima che scada la scadenza.",Amministrazione,Media
TK-169,Mancato funzionamento dell'accesso ai report di vendita trimestrali,Così non posso lavorare! Ho riscontrato un errore nell'ottenimento dei dati relativi al Q2. Potreste verificare la configurazione del modulo di estrazione? Sono disponibile per una call tecnica se necessario.,Commerciale,Bassa
TK-170,Non va l'accesso al portale dati,"Ho un problema: non riesco ad accedere al portale con le credenziali che mi sono inviato ieri. Potreste verificare se c'è qualche blocco attivo sul mio account? Grazie, Marco Rossi.",Commerciale,Bassa
TK-171,Errore nell'accesso al modulo di preventivazione avanzata,"Salve, ho riscontrato un blocco sistematico quando tento di generare il report incrociato tra i dati CRM e quelli contabili. Non riesco ad accedere alla sezione 'Prezzi Istituzionali' nonostante le credenziali siano corrette. Potete verificare la mia autorizzazione o indicarmi una procedura alternativa per l'estrazione dei dati?",Commerciale,Alta
TK-172,Urgente: non va l'accesso al catalogo prezzi aggiornato,"Non volevo proprio dirlo, ma ho un problema con i listini. Non riesco ad accedere ai nuovi cataloghi da stamattina e devo inviare il preventivo entro mezzogiorno. Mi serve subito sapere come risolvere perché stiamo per perdere tempo prezioso.",Commerciale,Media
TK-173,Mancato funzionamento del modulo di caricamento dati nel CRM,Creo questo ticket per segnalare che non riesco a salvare i nuovi record clienti. Il sistema mostra un errore generico dopo aver inserito tutte le informazioni richieste. Potete verificare se ci sono problemi con l'integrazione del database?,Tecnico,Media
TK-174,Mancato funzionamento dell'accesso al portale HR,"Salve, ho notato che non riesco ad accedere al portale interno per consultare i miei dati. Potreste aiutarmi con un reset della password o verificare lo stato del mio account? Grazie.",Amministrazione,Bassa
TK-175,Non va la sincronizzazione dei dati tra i dispositivi,"Ho un problema: non riesco a far connettere il mio tablet al sistema centrale. Ho provato diverse volte, ma l'errore persiste e mi blocca il lavoro. Potreste verificare se ci sono aggiornamenti o procedure specifiche che devo seguire per risolvere questa discrepanza?",Tecnico,Bassa
TK-176,Non riesco ad accedere al sistema CRM dopo l'aggiornamento,"Potete dare un occhiata a questo problema? Dopo aver aggiornato il browser stamattina, non riesco più ad accedere al sistema CRM. Ho provato a cancellare la cache ma continua a darmi errore di autenticazione. Grazie per l'aiuto.",Tecnico,Bassa
TK-177,Problema con i prezzi per un nuovo cliente,"Gentile supporto, vi contatto per sapere se possiamo avere un preventivo personalizzato. Sto valutando di far arrivare il mio amico Marco a bordo e vorrei capire quali sono le tariffe migliori che potete offrirci in questo momento. Grazie mille!",Commerciale,Bassa
TK-178,Richiesta urgente: Non riesco ad accedere al portale interno,"Non volevo proprio dirlo, ma ho un problema con l'accesso al portale. Mi chiede sempre le credenziali sbagliate e non so come risolvere la password bloccata. Potete aiutarmi a ripristinare i miei accessi per favore?",Tecnico,Bassa
TK-179,Richiesta urgente: Non riesco ad accedere al sistema CRM dopo l'aggiornamento,"Scusate il disturbo. Ho riscontrato un errore di autenticazione quando provo a connettermi al CRM, nonostante le credenziali siano corrette. Potreste verificare se ci sono problemi lato server o se è necessario resettare i miei permessi? Grazie.",Tecnico,Media
TK-180,Chiarimento su perché mi sta dando errore quando apro i documenti,"Salve! Scusa se disturbo. Non capisco proprio cosa non va con i file che devo aprire, mi spara un errore continuo. Sono super principiante e ho provato di tutto senza successo. Aiuto per favore, grazie mille!",Tecnico,Alta
TK-181,Info per connessione rete non stabile,"Creo questo ticket per segnalare che la connettività di rete è estremamente instabile da stamattina. Ho già provato un riavvio completo del modem e dei dispositivi collegati, ma il problema persiste in modo intermittente. Potreste verificare se ci sono interruzioni o problemi noti sulla linea aziendale?",Tecnico,Alta
TK-182,Non va a caricare la presentazione per via di un errore strano,"Vi scrivo perché non riesco proprio a far aprire questo file che mi serve. Ho provato a riavviare tutto ma continua a darmi quel messaggio d'errore ogni volta. Potreste dare un'occhiata, grazie.",Tecnico,Bassa
TK-183,Errore nell'integrazione dei dati di vendita nel CRM,"Ciao! Ho un piccolo problema col caricamento delle ultime transazioni. Non mi spara i report che dovrei vedere stamattina, e devo chiudere il file per pranzo. Potete dare un'occhiata a cosa non va? Grazie mille!",Commerciale,Media
TK-184,Mancato funzionamento accesso database produzione dopo aggiornamento,"Ho già provato a riavviare i servizi, ma non riesco ad accedere al DB di produzione. È un problema critico perché devo chiudere la reportistica entro mezzogiorno. Ho appena fatto l'aggiornamento e da allora non ci vedo più nemmeno lo schema corretto. Serve una soluzione subito.",Tecnico,Alta
TK-185,Non funziona il sistema di fatturazione clienti,"Ciao, non posso lavorare! Ho un problema con l'emissione delle nuove fatture. Sembra che ogni volta che provo a salvare i dati del cliente mi dia errore senza motivo. Potete dare un'occhiata? Grazie mille.",Commerciale,Media
TK-186,Aiuto: Non riesco ad accedere al preventivo per il nuovo cliente,"Non so più che fare. Ho provato tutto e non capisco perché il mio account mi blocchi ogni volta che cerco di visualizzare i dettagli del preventivo XZ-45. Mi sembra un problema assurdo, ho bisogno di risolverlo subito! Sono stanco di perdere tempo con queste cose.",Commerciale,Media
TK-187,Non funziona l'integrazione API con il nuovo CRM,"Buongiorno, devo segnalarvi un problema sull'ultimo aggiornamento dell'API. Non riesco a sincronizzare i dati tra il nostro sistema e il CRM, mi dà sempre errore 403. Potete dare un'occhiata? Grazie mille.",Commerciale,Media
TK-188,Info per accesso al sistema CRM dopo aggiornamento,"Ciao, ho un problema col login sul CRM. Non riesco ad accedere anche se ricordo bene le credenziali e mi è stato detto che era tutto ok ieri. Potete vedere cosa non va? Grazie.",Tecnico,Media
TK-189,Urgente: non va a caricare la lista clienti,"Salve, ho un problema con l'upload dei dati. Non riesco proprio a far caricare il file della lista clienti che devo usare oggi per la presentazione. Potete darmi una mano a capire perché non funziona?",Commerciale,Media
TK-190,Aiuto: I prezzi che mi avete mandato sono sbagliati,"Ho bisogno di fare una call su questo problema subito. Mi avete inviato un preventivo per i servizi X e Y, ma i costi non corrispondono assolutamente a quanto avevamo concordato la settimana scorsa. Non ho tempo da perdere con questi errori, risolvetelo oggi stesso.",Commerciale,Alta
TK-191,Mancato funzionamento accesso moduli amministrativi e autorizzazioni utente,"Così non posso lavorare! Non riesco ad accedere ai moduli di approvazione spese, nonostante abbia le credenziali da esperto. È la terza volta questa settimana che mi blocca il flusso operativo. Risolvetelo subito.",Amministrazione,Media
TK-192,Mancato funzionamento dell'accesso API per integrazione CRM,"Da stamattina sto provando a connettere l'ambiente di staging al nuovo modulo. Non riesco ad autenticarmi tramite le credenziali fornite, generando un errore 403 persistente. Ho già verificato i permessi e la documentazione tecnica relativa all'endpoint specifico.",Commerciale,Alta
TK-193,Aiuto: Come attivare le funzionalità di pagamento per i nuovi clienti,"Salve, vorrei sapere quali sono i passaggi necessari per abilitare il sistema di pagamenti sui profili dei nostri nuovi clienti. Ho appena ricevuto un gruppo di dati e non so come procedere con l'attivazione completa delle loro credenziali. Potete indicarmi la procedura più aggiornata?",Commerciale,Bassa
TK-194,Mancato funzionamento dell'accesso al portale clienti per verifica dati,"Buongiorno! Eccomi di nuovo. Ho riscontrato un errore nell'autenticazione quando tento di accedere alla sezione relativa all'aggiornamento dei miei dati anagrafici. Potreste verificare la procedura o se ci sono aggiornamenti necessari sul mio account, per favore?",Amministrazione,Bassa
TK-195,Richiesta urgente: Non riesco ad accedere al sistema CRM dopo l'ultimo aggiornamento,"Salve, sto riscontrando un errore di autenticazione ogni volta che provo a loggarmi nel CRM. Ho provato a cancellare la cache e riavviare il browser senza successo. Potete verificare se ci sono problemi noti con le credenziali o l'accesso al sistema?",Tecnico,Media
TK-196,Urgente: non va l'integrazione API con il sistema CRM,"Buongiorno. Sto riscontrando delle discrepanze nell'invio dei dati tra il nostro nuovo modulo e il CRM aziendale. Potreste verificare la documentazione di integrazione o suggerirmi un punto di debug? Grazie, Marco Rossi.",Commerciale,Bassa
TK-197,Richiesta urgente: Problemi di accesso al portale clienti dopo aggiornamento,"Buongiorno. Non riesco ad accedere al portale clienti con le credenziali abituali, nonostante l'aggiornamento del sistema stamattina. Potreste verificare il mio account o fornirmi una procedura alternativa per la consultazione dei preventivi? Grazie.",Commerciale,Media
TK-198,Problema con accesso all'area clienti dopo aggiornamento,"Salve, ho riscontrato un blocco nell'accesso al mio account. Non riesco a procedere nonostante abbia eseguito tutti i passaggi di verifica richiesti. Potreste verificare la situazione o indicarmi la procedura corretta per ripristinare l'accesso?",Commerciale,Bassa
TK-199,Info per l'attivazione del nuovo servizio di gestione clienti,"Scusate il disturbo. Vorrei sapere come procedere per attivare e configurare correttamente il nuovo modulo di gestione dei dati clienti che abbiamo appena implementato. Sono un po' confuso su quali passaggi devo seguire, dato che è la prima volta che lo utilizzo. Potete fornirmi una guida rapida o indicarmi chi posso contattare per l'assistenza iniziale? Grazie mille.",Commerciale,Media
TK-200,Urgente: non va l'accesso al portale clienti,"Ciao! Ho problemi a entrare nel portale oggi, ho provato con tutte le credenziali che mi sono sembrate. Potreste darmi una mano a sistemare la password o il login? Grazie mille!",Commerciale,Media
