id,title,body,category,priority
TK-125,Urgente: non va la fatturazione,"Potete dare un occhiata a come devo inserire i dati per la riconciliazione contabile. Sono sicuro di sapere cosa devo fare, ma il sistema mi sta dando un errore strano.",Amministrazione,Bassa
TK-126,Info per gestione spese mensili,"Da stamattina sto provando a inserire le fatture del mese scorso nel sistema contabile ma non riesco a trovare la sezione corretta. Credo di aver sbagliato il percorso, perché ho già controllato i permessi e l'accesso è corretto. Potete darmi una guida su dove devo navigare per completare l'operazione?",Amministrazione,Media
TK-127,Info per configurazione VPN lenta,"Non volevo proprio dirlo, ma la mia connessione VPN è molto lenta ultimamente e non riesco a fare il download dei file. Non so come risolvere questo problema tecnico.",Tecnico,Media
TK-128,Richiesta chiarimenti sulla procedura di rendicontazione spese,Ho già provato a riavviare il sistema ma non riesco a capire come devo inserire i dati per la rendicontazione. Mi spiegate esattamente dove devo compilare questi campi? Sono davvero frustrato da questa confusione.,Amministrazione,Bassa
TK-129,Procedura per chiarimento fattura,"Ciao, ho una domanda sulla fattura che ho ricevuto. Non riesco a capire bene la sezione dei costi. Potete darmi una spiegazione su come funziona il calcolo? Grazie.",Commerciale,Bassa
TK-130,Problema con la connessione VPN,"Ho già provato a riavviare, ma non riesco ad accedere alla rete interna. Il ping è alto e sembra che ci sia un rallentamento generale sulla connessione.",Tecnico,Media
TK-131,Problemi con l'integrazione API,"Così non posso lavorare! Ho notato delle anomalie nell'integrazione della nostra API di pagamento, i dati sembrano arrivare in ritardo. Potete darmi una mano a capire perché sta succedendo e come risolvere il problema?",Commerciale,Media
TK-132,Info per blocco totale del sistema,"Dopo l'ultimo aggiornamento, non riesco ad accedere al sistema. Tutto si è fermato e non posso lavorare. Questo è un problema urgente.",Tecnico,Alta
TK-133,Info per gestione note spese,"Ciao, sto cercando di capire come caricarle nel sistema. Non riesco a trovare la procedura esatta per l'upload dei documenti. Mi serve solo un chiarimento su dove devo mettere i file.",Amministrazione,Bassa
TK-134,Info per configurazione API,"Buongiorno, ho bisogno di chiarimenti sulla configurazione dell'API. Avete qualche documentazione specifica su come gestire i parametri di autenticazione avanzati? Grazie.",Commerciale,Bassa
TK-135,Procedura per blocco totale del server,"Buongiorno! Eccomi di nuovo, ho un blocco totale delle attività e non riesco a procedere con i processi. Non so come risolvere questa situazione immediatamente.",Tecnico,Alta
TK-136,Mancato funzionamento del software,"Buongiorno, ho avuto un piccolo problema con l'installazione del software. Non so come procedere per la configurazione iniziale. Potete darmi una guida su cosa devo fare adesso?",Tecnico,Bassa
TK-137,Aiuto: Domanda su configurazione iniziale del servizio commerciale,"Dopo l'ultimo aggiornamento, ho una domanda sulla configurazione iniziale della piattaforma. Non so come impostare correttamente le metriche commerciali. Potete darmi una spiegazione di base su come funziona il setup?",Commerciale,Bassa
TK-138,Mancato funzionamento gestione spese,"Ciao, ho una piccola domanda sulla procedura di riconciliazione dei conti. Potete chiarirmi come si gestisce l'upload dei report mensili nel sistema Amministrazione? Grazie.",Amministrazione,Bassa
TK-139,Urgente: non va il server,Ho necessità di segnalare che il database principale è completamente offline e le attività sono bloccate. Non riesco a procedere con nulla finché il servizio non viene ripristinato.,Tecnico,Alta
TK-140,Non va la fatturazione mensile,Ho bisogno di fare una call su come visualizzare i dettagli della fattura. Sono un utente occasionale e non so dove trovo le opzioni per il download del PDF. Potete indicarmi la procedura passo passo?,Commerciale,Bassa
TK-141,Info per gestione fatture,Ho un problema: non so come caricarle. Sono un primo utilizzo e mi serve una guida su come procedere con le procedure amministrative base.,Amministrazione,Bassa
TK-142,Bloccato su accesso database critico,"Buongiorno! Eccomi di nuovo, ho un blocco totale sull'accesso al database critico che mi impedisce di procedere con le attività operative. Non riesco a eseguire le query necessarie e il servizio è completamente interrotto. Ho bisogno di una risoluzione immediata per riprendere il lavoro.",Tecnico,Alta
TK-143,Urgente: non va gestione note spese,"Vorrei segnalare che ho difficoltà a caricare le note spese sul sistema. Il processo si interrompe sempre alla fase di invio, creando un rallentamento nel flusso amministrativo. Potete indicarmi come procedere per risolvere l'anomalia.",Amministrazione,Media
TK-144,Mancato funzionamento della stampante,Buongiorno. Ho notato che la mia stampante non stampa correttamente i documenti. Potete darmi qualche indicazione su come posso verificare i driver o le impostazioni di connessione? Grazie.,Tecnico,Bassa
TK-145,Non posso lavorare! Blocco accesso sistema contabilità,Così non posso lavorare! Non riesco ad accedere al sistema di amministrazione. È bloccato e non posso procedere con le attività.,Amministrazione,Alta
TK-146,Info per blocco fatturazione urgente,"Ciao, ho un problema con la gestione dei dati amministrativi che mi sta impedendo di procedere. Non riesco a generare i report perché il sistema è completamente fermo e non posso fare nulla finché questo non viene risolto. Quando sarà fatto?",Amministrazione,Alta
TK-147,Errore gestione note spese,"Buongiorno! Eccomi di nuovo, ho bisogno di chiarimenti sulla procedura per l'inserimento delle note spese. Potete darmi una guida su come devo compilare il modulo corretto?",Amministrazione,Bassa
TK-148,Problemi con l'integrazione API,Vi scrivo perché ho notato un rallentamento nell'integrazione API del sistema. Stiamo riscontrando delle anomalie nel throughput dei dati. Potete darmi un feedback su come procedere per risolvere questo rallentamento?,Tecnico,Media
TK-149,Urgente: non va gestione spese,Creo questo ticket per capire come inserire le fatture nel sistema. Sono un principiante e non so dove devo mettere i dati.,Amministrazione,Bassa
TK-150,Non so più che fare... Configurazione del server,Ho un problema di latenza sul server principale. Le metriche sembrano strane ma non è un blocco totale. Potete darmi una mano a capire la causa di questo rallentamento?,Tecnico,Media
TK-151,Problema con report mensile,"Ciao, ho bisogno di un chiarimento su come esportare i dati del report mensile. Mi servono le specifiche tecniche per l'export in formato CSV. Grazie.",Commerciale,Bassa
TK-152,Assistenza immediata per blocco totale del server,Vorrei segnalare che il sistema di gestione dati è completamente bloccato. Non riesco a procedere con nessuna attività perché l'accesso al database è interrotto. Ho bisogno di sapere come risolvere questo problema subito.,Tecnico,Alta
TK-153,Richiesta chiarimenti sulla configurazione del contratto commerciale,"Non so più che fare, ho un dubbio su come impostare la sezione dei costi nel sistema CRM. Non sono sicuro se devo usare il template A o B per i dati commerciali. Potete dirmi quale sia la procedura corretta per questa configurazione?",Commerciale,Bassa
TK-154,Problema con l'accesso al sistema di fatturazione,Vorrei segnalare che non riesco ad accedere al sistema di fatturazione. Questo blocco mi impedisce di procedere con le attività commerciali in corso. Ho bisogno di una risoluzione immediata per riprendere il lavoro.,Commerciale,Alta
TK-155,Problema con configurazione del server,Da stamattina sto provando a configurare il server ma le impostazioni non tornano. Mi serve aiuto per capire dove sbaglio la logica di routing. Spero che qualcuno possa darmi una mano.,Tecnico,Media
TK-156,Mancato funzionamento del sistema di fatturazione,"Dopo l'ultimo aggiornamento, volevo solo chiedere come si impostano le regole fiscali per i clienti. Sono un primo utilizzo e non ho capito bene la sezione commerciale. Grazie!",Commerciale,Bassa
TK-157,Bloccato su configurazione iniziale del sistema commerciale,"Gentile supporto, vi contatto per un blocco totale durante la configurazione iniziale del sistema commerciale. Non riesco ad accedere alle funzionalità essenziali e le attività aziendali sono completamente ferme. Ho bisogno di una risoluzione immediata per poter procedere con il lavoro.",Commerciale,Alta
TK-158,Bloccato su report di vendita,"Buongiorno. Ho difficoltà a generare i report mensili, il sistema mi dà sempre degli errori. Non riesco a capire come fare per esportarli correttamente. Sono molto frustrato da questa situazione.",Commerciale,Media
TK-159,Problema con la configurazione del server,"Dopo l'ultimo aggiornamento, non riesco a capire come impostare correttamente le variabili d'ambiente. Il percorso che mi avete dato non funziona e non so dove devo inserire il file di configurazione.",Tecnico,Media
TK-160,Non va accesso sistema,Non so più che fare. Ho un blocco totale nell'accesso al sistema da questa mattina e non riesco a procedere con le attività operative. Questo impatta direttamente sulle mie mansioni.,Tecnico,Alta
TK-161,Procedura per reset della cache,"Non volevo proprio dirlo, ma non so come fare il reset della cache. Ho provato a cercare le istruzioni ma non trovo nulla su come procedere con i parametri corretti.",Tecnico,Bassa
TK-162,Richiesta chiarimenti blocco sistema contabilità,Vi scrivo perché non riesco ad accedere al modulo di gestione delle spese. Il sistema è completamente bloccato e non posso procedere con le attività amministrative necessarie.,Amministrazione,Alta
TK-163,Aiuto: Blocco totale del server,Da stamattina sto provando a configurare la rete ma il sistema non risponde. Non riesco ad accedere ai dati e le attività sono completamente bloccate. Ho bisogno di una risoluzione immediata per riprendere il lavoro.,Tecnico,Alta
TK-164,Non riesco ad accedere al sistema di fatturazione,Potete dare un occhiata a questo problema. Sto cercando di generare i report mensili ma il sistema è completamente bloccato e non riesco a procedere con le attività commerciali. Ho bisogno di una risoluzione immediata per poter continuare il lavoro.,Commerciale,Alta
TK-165,Non va la fatturazione urgente,Creo questo ticket per io non riesco a fare nulla con i dati amministrativi. Il sistema è bloccato e non posso procedere con le attività. Devo sapere come risolvere subito.,Amministrazione,Alta
TK-166,Richiesta urgente: Server down e blocco totale delle attività,"Buongiorno. Il server è completamente offline e non riesco a procedere con nulla. Questo sta causando un blocco totale del mio lavoro, non capite? Ho bisogno di una soluzione immediata per riavviare tutto.",Tecnico,Alta
TK-167,Richiesta urgente: Blocco totale del sistema di fatturazione commerciale,"Scusate il disturbo, ho un problema con l'integrazione API che mi impedisce di generare le fatture. Non riesco a procedere e sto perdendo tempo prezioso. Dovete sistemare questa cosa subito.",Commerciale,Alta
TK-168,Richiesta chiarimenti sulla procedura di rendicontazione spese,Buongiorno. Ho bisogno di capire come devo compilare il modulo per la rendicontazione delle spese del mese scorso. Potete inviarmi la guida passo passo? Grazie.,Amministrazione,Bassa
TK-169,Chiarimento su come faccio l'inserimento dati,Creo questo ticket per io non so come inserire i dati nella sezione amministrazione. Sono un primo utilizzo e mi serve una guida semplice.,Amministrazione,Bassa
TK-170,Aiuto: Il sistema di fatturazione non funziona più,"Ho un problema: Non riesco a generare le fatture e devo fare subito i pagamenti, altrimenti il lavoro si ferma. Non so come procedere con l'amministrazione.",Amministrazione,Alta
TK-171,Richiesta chiarimenti blocco totale sistema,"Dopo l'ultimo aggiornamento, il mio sistema commerciale è completamente bloccato e non posso fare nulla. Non riesco a procedere con le attività essenziali in questo momento. Cosa devo fare adesso?",Commerciale,Alta
TK-172,Chiarimento su gestione spese mensili,"Buongiorno. Ho difficoltà a capire come vengono calcolate le spese amministrative del mese scorso. Non riesco a trovare la sezione corretta nel sistema per il dettaglio dei costi.

Potete darmi una spiegazione più chiara di come viene gestito il report finanziario?",Amministrazione,Media
TK-173,Errore configurazione firewall,"Dopo l'ultimo aggiornamento, ho notato un piccolo dettaglio sulla configurazione del firewall. Vorrei capire esattamente come impostare la regola per il traffico in entrata. Potete darmi una spiegazione dettagliata su come funziona questo setting?",Tecnico,Bassa
TK-174,Richiesta urgente: Il sistema non funziona più,"Gentile supporto, vi contatto per il fatto che il mio software di gestione ordini si è bloccato completamente e non riesco ad accedere a nessuna funzione. Non posso completare le mie attività lavorative in questo momento. Ho bisogno di una soluzione immediata per riavviare il sistema.",Tecnico,Alta
TK-175,Non va la fatturazione del mese,"Dopo l'ultimo aggiornamento, non riesco ad accedere al sistema per generare le fatture commerciali. Questo mi impedisce di inviare i pagamenti e blocca tutte le attività operative aziendali. Ho bisogno di una risoluzione immediata per poter procedere con il flusso di cassa.",Commerciale,Alta
TK-176,Non va la configurazione del piano commerciale,Creo questo ticket per io non riesco a finalizzare la configurazione del mio nuovo piano commerciale. Ho difficoltà con i campi di input e non so come procedere con l'onboarding. Mi serve aiuto per capire dove inserire i dati corretti.,Commerciale,Media
TK-177,Bloccato su aggiornamento dati amministrativi,Creo questo ticket per io non riesco ad accedere ai sistemi di gestione dei dati. Non posso procedere con le attività perché i dati sono bloccati e non posso lavorare. Questo è un problema grave.,Amministrazione,Alta
TK-178,Chiarimento su blocco fatturazione urgente,Non so più che fare. Il sistema di gestione amministrativa è completamente bloccato e non riesco a procedere con le attività essenziali. Questo sta causando un'interruzione totale delle operazioni economiche.,Amministrazione,Alta
TK-179,Richiesta urgente: Domanda su come fare il setup del nuovo software,Ho già provato a riavviare il sistema ma non riesco a capire la procedura per installare il nuovo software. Potete darmi una guida passo passo? Sono un principiante e mi sento un po' perso con le istruzioni.,Tecnico,Bassa
TK-180,Richiesta chiarimenti blocco fatturazione,"Ho necessità di segnalare che non riesco ad accedere al sistema per generare le fatture, causando un blocco totale delle attività commerciali. Sono inimpossibile procedere con i pagamenti e la gestione dei clienti. Necessito di una risoluzione immediata.",Commerciale,Alta
TK-181,Non capisco come funziona,"Ciao, sto cercando di capire la procedura per inserire i dati amministrativi. Potete darmi una spiegazione su dove devo compilare cosa esattamente?",Amministrazione,Bassa
TK-182,Procedura per ripristino del servizio urgente,Ho già provato a riavviare il sistema ma l'accesso è completamente bloccato. Non riesco ad accedere alle attività e devo interrompere il lavoro immediatamente.,Tecnico,Alta
TK-183,Non va setup iniziale,Vi scrivo perché non riesco ad avviare la configurazione del sistema. Il mio primo utilizzo non funziona e non posso procedere con le attività di lavoro.,Tecnico,Alta
TK-184,Urgente: non va configurazione server,Potete dare un occhiata a un problema di latenza sulla configurazione del server. Ho notato che la gestione delle sessioni WebSocket sta introducendo una variabilità inaccettabile dei tempi di risposta. Sto cercando di ottimizzare il tuning per ridurre il jitter e stabilizzare le performance.,Tecnico,Media
TK-185,Errore gestione spese mensili,"Ho già provato a riavviare, ma non riesco a visualizzare correttamente le spese del mese scorso. Mi serve un chiarimento su come recuperare i dati relativi al report amministrativo.",Amministrazione,Media
TK-186,Non va il sistema di gestione paghe,"Buongiorno, ho un blocco totale delle attività perché il sistema di gestione paghe non funziona. Non riesco a procedere con le operazioni amministrative e devo aspettare che venga risolto subito.",Amministrazione,Alta
TK-187,Aiuto: Chiarimento sulla procedura di fatturazione commerciale,"Non volevo proprio dirlo, ma ho bisogno di un chiarimento riguardo la procedura standard per l'emissione delle fatture commerciali. Potreste fornirmi i dettagli sui requisiti specifici del sistema per questo tipo di operazione? Grazie.",Commerciale,Bassa
TK-188,Richiesta urgente: Chiarimento sulla procedura di reportistica spese,"Scusate il disturbo, ho bisogno di capire come devo compilare il modulo per la reportistica spese. Non riesco a trovare la sezione giusta del manuale. Potete darmi una guida rapida su come fare questo passaggio?",Amministrazione,Bassa
TK-189,Problema con l'installazione del software,"Buongiorno. Ho avuto difficoltà a installare il nuovo software. Il processo si interrompe dopo la fase di download e non riesco a completare l'installazione.

Ho bisogno di capire come procedere per risolvere questo errore tecnico.",Tecnico,Media
TK-190,Non va gestione spese,"Salve, ho un dubbio sulla procedura di caricamento delle fatture. Sono un primo utilizzo e avrei bisogno di chiarimenti su come inserire i dati corretti nella sezione Amministrazione. Potete darmi una guida passo passo?",Amministrazione,Bassa
TK-191,Assistenza immediata per chiarimento sulla fatturazione mensile,Creo questo ticket per non capisco come vengono calcolate le commissioni sul servizio. Vorrei solo capire la procedura esatta dietro il modello di tariffazione applicato al nostro contratto commerciale.,Commerciale,Bassa
TK-192,Urgente: non va la fatturazione mensile,Ho necessità di segnalare che il sistema di fatturazione commerciale è bloccato e non riesco a generare i report necessari. Questo mi sta impedendo di chiudere le operazioni commerciali in tempo e sto perdendo tempo prezioso. Per favore risolvete subito questo problema.,Commerciale,Alta
TK-193,Errore Blocco totale del sistema di fatturazione,"Non volevo proprio dirlo, ma il sistema di amministrazione non funziona e non riesco a procedere con le attività. Ho bisogno di accesso immediato per sbloccare i dati ora.",Amministrazione,Alta
TK-194,Chiarimento su come faccio l'importo,"Gentile supporto, vi contatto per capire come devo inserire l'importo nella fattura. Non so dove mettere i dati, è un po' confuso per me.",Commerciale,Media
TK-195,Chiarimento su blocco sistema critico,"Così non posso lavorare! Il server è completamente offline e non riesco ad accedere ai dati. Questo sta bloccando tutte le mie attività, devo sapere come risolvere subito.",Tecnico,Alta
TK-196,Non va la configurazione del report,Ho provato a modificare i parametri di esportazione ma non riesco ad accedere alla sezione corretta. Mi serve solo un chiarimento su dove devo inserire il dato per procedere.,Commerciale,Bassa
TK-197,Mancato funzionamento gestione spese,"Dopo l'ultimo aggiornamento, non riesco a inserire le voci di spesa nel sistema. Non so come fare questa operazione con questo primo utilizzo del software. Potete aiutarmi a capire la procedura?",Amministrazione,Media
TK-198,Aiuto: Il sistema è completamente bloccato,"Buongiorno, ho un problema con l'integrazione commerciale. Non riesco a procedere con le transazioni perché il servizio è totalmente inattivo e non posso fare nulla. Quando sarà risolto questo casino?",Commerciale,Alta
TK-199,Richiesta chiarimenti sulla gestione spese,"Scusate il disturbo, ho difficoltà a capire come devo inserire i dati per la rendicontazione mensile. Non so se devo usare il codice contabile A o B per le spese di viaggio. Potete darmi una spiegazione su quale procedura seguire esattamente?",Amministrazione,Media
TK-200,Info per blocco totale del server,Ho già provato a riavviare il sistema ma non riesco ad accedere a nessuna risorsa. Il servizio è completamente fermo e non posso fare nulla finché non risolvete questo problema.,Tecnico,Alta
TK-201,Non riesco a capire come fare la riconciliazione dei dati,"Ciao, ho un problema con la riconciliazione dei dati nel sistema. Non riesco a trovare la procedura corretta per procedere. Mi serve una spiegazione su come funziona il processo.",Amministrazione,Bassa
TK-202,Chiarimento su blocco totale del server,Ho già provato a riavviare il sistema ma non riesco ad accedere alle risorse. Il servizio è completamente fermo e non posso procedere con le attività.,Tecnico,Alta
TK-203,Mancato funzionamento del report mensile,Creo questo ticket per io non riesco a visualizzare correttamente i dati del report commerciale. Ho bisogno di capire come impostare la visualizzazione corretta dei KPI in base al mio profilo utente.,Commerciale,Bassa
TK-204,Bloccato su gestione fatture urgente,Buongiorno. Ho un problema con l'importazione delle fatture che mi sta bloccando completamente il flusso di lavoro. Non riesco a procedere senza queste informazioni fondamentali.,Amministrazione,Alta
TK-205,Blocco totale sistema CRM,"Ciao, ho un blocco totale sul sistema CRM. Non riesco a procedere con le attività commerciali adesso. Devo sapere come risolvere subito.",Commerciale,Alta
TK-206,Mancato funzionamento gestione spese,Non so più che fare con l'inserimento delle fatture. Ho riscontrato un rallentamento nel processo di contabilizzazione dei dati relativi alle spese del mese scorso. Potreste verificare lo stato della sincronizzazione del modulo amministrativo.,Amministrazione,Media
TK-207,Info per configurazione iniziale del servizio commerciale,"Ciao, ho bisogno di chiarimenti sulla configurazione iniziale del servizio commerciale. Sono un nuovo utente e avrei bisogno di una guida su come procedere con le impostazioni base. Potete fornirmi la documentazione necessaria per iniziare l'utilizzo?",Commerciale,Bassa
TK-208,Mancato funzionamento del server,Ho bisogno di fare una call su il server non funziona proprio e non riesco a lavorare. È bloccato tutto e non posso procedere con le attività. Io sono principiante e non so cosa fare. Per favore mi aiutate subito.,Tecnico,Alta
TK-209,Richiesta urgente: Blocco totale del sistema di fatturazione commerciale,"Salve, ho un problema con l'integrazione dei dati commerciali che sta causando un blocco totale delle attività. Non riesco a procedere con le operazioni necessarie per la chiusura del ciclo operativo. Ho bisogno di una risoluzione immediata per riprendere il flusso di lavoro.",Commerciale,Alta
TK-210,Problema con l'integrazione API che mi blocca le vendite,"Non so più che fare. L'integrazione API per il sistema di gestione ordini è completamente bloccata e non riesco a processare le transazioni. Le attività commerciali sono ferme da ore, dobbiamo risolvere subito.",Commerciale,Alta
TK-211,Procedura per riavvio server bloccato,"Così non posso lavorare! Ho provato a riavviare il server ma è completamente fermo da mezz'ora e non riesco ad accedere a nulla. È un blocco totale delle attività, mi serve aiuto subito per sbloccarlo.",Tecnico,Alta
TK-212,Bloccato su configurazione rete,Ho già provato a riavviare il router ma la connessione rimane instabile. Non riesco a capire perché l'IP non viene assegnato correttamente al dispositivo. Potete indicarmi come procedere con la configurazione della VLAN?,Tecnico,Media
TK-213,Richiesta chiarimenti blocco sistema amministrativo,Ho un problema: Il sistema di gestione delle fatture non funziona e non riesco a procedere con le attività. Devo sapere come risolvere subito questo blocco totale.,Amministrazione,Alta
TK-214,Richiesta chiarimenti sulla fatturazione,Ho necessità di segnalare che non capisco come funziona la fatturazione del mese scorso. Non so dove trovare i dettagli sui costi. Potete spiegarmi meglio la procedura per capire quanto devo pagare questo mese?,Commerciale,Bassa
TK-215,Procedura per installazione software,"Ho bisogno di fare una call su come installare questo software. Non capisco perché sia così complicato, devo solo farlo funzionare.",Tecnico,Bassa
TK-216,Urgente: non va configurazione rete,Vorrei segnalare che sto avendo problemi con la configurazione della rete. Ho notato delle anomalie nel routing e non riesco a stabilire la connessione correttamente. Mi serve aiuto per capire dove sta il problema.,Tecnico,Media
TK-217,Urgente: non va il server,"Dopo l'ultimo aggiornamento, il mio ambiente di produzione è completamente bloccato e non riesco ad accedere ai dati. Non so come risolvere questo problema tecnico subito.",Tecnico,Alta
TK-218,Non va la connessione wifi,"Ho già provato a riavviare, ma non riesco a capire perché la connessione wifi non funziona. Mi serve aiuto per capire cosa devo fare adesso.",Tecnico,Bassa
TK-219,Richiesta urgente: Blocco totale del sistema CRM,Ho bisogno di fare una call su questo problema. Il sistema CRM è completamente bloccato e non posso procedere con le attività commerciali. Ho bisogno di una risoluzione immediata per sbloccare il flusso di lavoro.,Commerciale,Alta
TK-220,Errore configurazione report mensile,"Vi scrivo perché ho bisogno di chiarimenti sulla procedura per generare il report mensile. Credo di sapere come funziona, ma non riesco a trovare la sezione giusta nel manuale. Potete darmi una spiegazione dettagliata su dove devo inserire i parametri specifici?",Commerciale,Bassa
TK-221,Richiesta chiarimenti sulla configurazione del software commerciale,Così non posso lavorare! Ho bisogno di capire come impostare le metriche di reporting per la mia attività. Non riesco a trovare la sezione relativa alle impostazioni commerciali nel primo utilizzo del sistema.,Commerciale,Bassa
TK-222,Mancato funzionamento del server di staging,"Gentile supporto, vi contatto per un problema con il server di staging. Ho notato delle anomalie nelle performance e vorrei capire la causa di questo rallentamento.",Tecnico,Media
TK-223,Bloccato su configurazione rete,Vi scrivo perché non riesco a capire come impostare la VLAN corretta. Ho bisogno di chiarimenti sulle procedure per la segmentazione della rete. Potete darmi una spiegazione più dettagliata del processo?,Tecnico,Bassa
TK-224,Info per problema con report di vendita,"Salve, ho un problema con l'esportazione dei dati del report mensile. Non riesco a generare il file in formato CSV come previsto. Questo mi sta rallentando il lavoro.",Commerciale,Media
TK-225,Aiuto: Problema con la configurazione del server,"Ho già provato a riavviare, ma sto riscontrando un'anomalia nella configurazione del server. Il servizio rallenta significativamente e non riesco a identificare la causa esatta dell'errore di sistema. Potreste fornirmi una guida per la diagnostica avanzata.",Tecnico,Media
TK-226,Info per blocco fatturazione urgente,Non so più che fare. Ho tentato di procedere con la riconciliazione dei dati ma il sistema non mi permette di generare i report necessari. Questo sta causando un'interruzione totale delle attività commerciali in corso.,Commerciale,Alta
TK-227,Blocco totale del sistema,"Dopo l'ultimo aggiornamento, il mio sistema è completamente bloccato e non riesco a fare nulla. È impossibile procedere con le attività in questo momento.",Tecnico,Alta
TK-228,Info per Blocco fatturazione urgente,Creo questo ticket per io non riesco ad accedere al sistema di gestione dei pagamenti. Le attività sono completamente bloccate e non posso procedere con le operazioni finanziarie necessarie.,Amministrazione,Alta
TK-229,Blocco totale del sistema di fatturazione,Da stamattina sto provando a generare le fatture ma il sistema è completamente bloccato. Non riesco ad accedere ai dati necessari per procedere con la chiusura delle operazioni commerciali. Quando posso finalmente riavviare tutto?,Commerciale,Alta
TK-230,Richiesta urgente: Problema con la configurazione del server,"Non volevo proprio dirlo, ma ho provato a modificare i parametri di routing sul server ma ora non riesco ad accedere alla dashboard. Sembra che ci sia un errore di configurazione o un problema di permissione, devo capire come risolvere subito.",Tecnico,Media
TK-231,Problema con report mensile,"Ciao, ho bisogno di un chiarimento sulla procedura per scaricare i dati del report mensile. Non riesco a trovare la sezione corretta nella dashboard.
Mi serve una guida su dove trovo il file richiesto.",Commerciale,Bassa
TK-232,Procedura per gestione fatture medie,"Buongiorno! Eccomi di nuovo, ho un problema con l'aggiornamento delle fatture. Non riesco a visualizzare i dati corretti nel sistema e devo capire come procedere per la riconciliazione.",Commerciale,Media
TK-233,Chiarimento sulla fatturazione del mese,Buongiorno. Ho bisogno di capire come viene calcolata la commissione commerciale per le vendite di questo mese. Vorrei solo avere il dettaglio dei parametri utilizzati per la ripartizione.,Commerciale,Bassa
TK-234,Problema con la creazione del primo report di spese,Creo questo ticket per avere un chiarimento su come generare il primo report di spese. Non so dove trovare le istruzioni per l'impostazione iniziale. Potete darmi una guida passo passo su questa procedura?,Amministrazione,Bassa
TK-235,Aiuto: Chiarimento sulla configurazione del contratto commerciale,"Ciao, ho bisogno di capire come impostare correttamente i parametri del mio contratto commerciale. Non riesco a trovare la sezione giusta per inserire i dettagli che mi servono. Potete darmi una spiegazione chiara su dove devo fare queste modifiche?",Commerciale,Bassa
TK-236,Richiesta chiarimenti sulla riconciliazione dei dati,Così non posso lavorare! Ho bisogno di capire come procedere con la riconciliazione dei dati del mese scorso. Non sono sicuro della procedura corretta da seguire per l'export.,Amministrazione,Media
TK-237,Info per blocco totale server,"Potete dare un occhiata a questo problema. Il server è completamente bloccato e non riesco a fare nulla, devo assolutamente risolvere subito.",Tecnico,Alta
TK-238,Info per gestione note spese,"Gentile supporto, vi contatto per una richiesta di chiarimento sulla procedura per la gestione delle note spese. Vorrei sapere come devo allegare i documenti corretti nel sistema.",Amministrazione,Bassa
TK-239,Richiesta urgente: Blocco totale del server,Da stamattina sto provando a riavviare il sistema ma non riesco ad accedere. Ho controllato i log e sembra che ci sia un errore di configurazione critica che mi impedisce di procedere. Mi serve aiuto subito per sbloccare la situazione.,Tecnico,Alta
TK-240,Errore configurazione iniziale del servizio commerciale,"Scusate il disturbo, ho avuto difficoltà a capire come impostare la prima configurazione del mio account commerciale. Potete darmi una guida su dove trovare le opzioni di base per iniziare? Grazie.",Commerciale,Bassa
TK-241,Richiesta chiarimenti sulla riconciliazione spese,Creo questo ticket per capire come fare la riconciliazione delle spese del mese scorso. Ho provato a usare il report X ma non riesco a trovare la sezione giusta. Mi serve solo una guida su dove inserire i dati corretti.,Amministrazione,Media
TK-242,Mancato funzionamento del sistema di accesso,Ho un blocco totale nelle attività perché il sistema di accesso non funziona. Non riesco a procedere con il lavoro in questo momento. Ho bisogno di una risoluzione immediata.,Tecnico,Alta
TK-243,Errore Blocco totale del sistema di fatturazione,"Buongiorno! Eccomi di nuovo, ho un blocco totale sul sistema di fatturazione che mi impedisce di procedere con le vendite. Non riesco a generare i report e devo fermarmi completamente per risolvere questo problema subito. Mi serve aiuto adesso.",Commerciale,Alta
TK-244,Mancato funzionamento gestione spese,"Vi scrivo perché ho un po' di problemi con l'upload delle fatture nel sistema. Non riesco a completare la procedura senza errori, ma il resto del lavoro va avanti.",Amministrazione,Media
TK-245,Bloccato su accesso dati amministrativi,Ho necessità di segnalare che non riesco ad accedere ai dati amministrativi essenziali. Questa situazione sta causando un blocco totale delle attività operative del reparto. Richiedo un intervento immediato per risolvere l'accesso.,Amministrazione,Alta
TK-246,Errore accesso sistema bloccato,"Non volevo proprio dirlo, ma non riesco ad accedere al sistema. Sono completamente bloccato e non posso fare nulla. Questo sta bloccando tutte le mie attività.",Tecnico,Alta
TK-247,Mancato funzionamento report spese mensili,Creo questo ticket per avere un chiarimento sulle procedure di importazione dei dati relativi alle spese mensili. Vorrei sapere come devo gestire la riconciliazione dei file CSV con il sistema contabile. Mi servono solo alcune istruzioni dettagliate su questo processo.,Amministrazione,Bassa
TK-248,Errore accesso sistema bloccato,Ho un problema: Non riesco ad accedere al sistema. Sono completamente bloccato e non posso lavorare. Questo sta causando un blocco totale delle mie attività.,Tecnico,Alta
TK-249,Bloccato su richiesta di dettaglio spese amministrative,"Buongiorno, ho bisogno di chiarimenti riguardo la procedura per l'inserimento dei dati relativi alle spese amministrative. Potete fornirmi la documentazione necessaria per procedere con la corretta contabilizzazione.",Amministrazione,Bassa
